"Created by: Marco Smith (marco.smith@epiuse.com) from EPI-USE Africa (Pty) LTD [ZA]"
"Created at: 2026-05-13 11:32 (GMT+02:00) Pretoria"
"Filters:"
"Account is one of [""Ohlthaver & List Group""]"
""
"CR Allocated Hours","SR allocated hours","Time log entries duration","Id","Type","Priority","Status","SLA","Updated","Created","Related Module","Subject","Description","Events > Comment"
"","","60","107562","Incident","P2: High","Completed","Paused - 0%","2022-02-01 23:44","2020-05-07 09:59","Employee Central","Hire Dates- Change","Hi Marco/ Johan  Can I please ask you to change the hire dates of the following employees back to 24.01.2020. this is related to ticket #P107411.25190223112378216809  ","Hi Lynnell,  Thanks for logging the ticket.  Will look into this and give feedback.  Kind regards, Johan, Hi Lynnell,  All the above mentioned employees' hire dates have been amended and reverted back to 24/01/2020, successfully.  Kind regards, Johan, Hi Johan  Thank you  "
"","","120","107843","Incident","P2: High","Completed","Paused - 46%","2022-02-02 09:26","2020-05-11 14:34","Interfaces - 3rd party systems","Addresses not replicating to SAP","The employee addresses are not replicating to SAP   Example: 11601  Was changed on op 20.3.2020 from 01.03.2020 to 31.12.9999 Street en 2nd Street is blank  ","Hi Yolanca,  Could you please ask the SAP team to review this employee and confirm that it is not a SAP issue? Because from the screenshot the Address information is in the SAP system, which is as far as Matt can investigate, after that the SAP team will need to have a look.  Kind regards, Marco Smith, I have received confirmation that the addresses are now replicating   Dear Yolanca,   Thank you, the P O Boxes are showing on the payslips again   Kind regards    , Hi Marco  The record 01.03.2020 replicated from BATCH_SF, however, there is no information for that record      , Employee was re-replicated and the field was filled: , Can you confirm if the issue still stands?, Hi Yolanca,  Thank you for logging the ticket.  Regarding the Business impact could you please provide us with detail in terms of the questions below so that we may better understand the situation. Could you also confirm if there is a financial or legal requirement for the Address information to appear on the payslip that we need to be aware of?Business Process: Does the issue affect a business process? If yes, how: How is the issue affecting the process? If you have a financial impact, how is this quantified?No. of Key Staff Affected: Are there any key staff affected? How many? Impending Deadline: If there is an impending Deadline, please provide the date and explain why/how this is affecting the deadline.  Kind regards, Marco Smith, Hi Marco  I havent checked, this is the employee that raised the issue (the payroll manager of O&L centre), Hi Yolanca,  Thank you for the feedback.  In the description you mentioned an example employee, is this the only employee you have identified with this issue or do you know of any others?  Kind regards, Marco Smith, Hi Marco  These addresses pull through to the tax certificates that need to be printed and distributed to all employees by end of this week. These certificates are then submitted to Receiver of revenue, Hi Matt,  I have investigated on SF for the employee and below is my findings.  Employee has address information maintained from the go-live data until today.  There is no error on the Replication Monitor for the employee.   If you could please review the replication logs and interface if there is any issue on that side.  Kind regards, Marco Smith, Replication has successfully sent mailing address to PRD:, Mapping has been amended and transport waiting to be imported into PRD: DEVK990135   BOTHAM         EPI-USE Connect All Post Go-Live Support v24 Mailing Address, HI Matt Payroll confirmed that this issue is not sorted please see employee 15 (Riaan Van Zyl)  "
"","","0","108588","Incident","P2: High","Completed","Paused - 11%","2022-02-02 09:28","2020-05-19 13:11","Interfaces - 3rd party systems","PP01 ","Hi Matt  PP01 replication does not take place when an employee is terminated, promoted, transferred etc. This causes the access to SAP for not be removed, given etc.","Ticket set to solution suggested as per the last comment., Hi Marco  Can we please open this ticket again, PP01 replication is not running every night and structures are not being updated on SAP, Hi Lynnell,  I have reopened the ticket. Please include details regarding the employees, positions,and structures you are referring to. As well as screenshots from both systems.  Kind regards, Marco Smith, Please can we close this ticket, As per customer request, ticket is closed, As per customer request, ticket is closed, Hi Matt,  Can I ask that you please grab this ticket and investigate the issue?  Kind regards, Marco Smith, Hi Lynnell,  Thank you for logging the ticket.  Regarding the Business Impact, could you please provide us with additional information to help us understand the situation better? Below are a few questions that will give us a more detailed view of the impact so that we can prioritize accordingly.Business Process: Does the issue affect a business process or Payroll process? If yes, how: How is the issue affecting the process? If you have a financial impact, how is this quantified?No. of Key Staff Affected: Are there any key staff affected? How many? Impending Deadline: If there is an impending Deadline, please provide the date and explain why/how this is affecting the deadline. Workaround: If a workaround was provided but it is not suitable, please advise why this is the case?Kind regards Marco Smith, Hi Matt  Please close ticket for now, the SAP department will first do an investigation on their part.  Will re-open ticket if the need arises."
"","","1440","109902","Incident","P2: High","Completed","Paused - 55%","2022-02-02 09:12","2020-06-08 09:37","Onboarding","LE Transfer dated 1 July triggers overdue Cross-boarding activities","LE transfer for Adriana Erwee dated 1 July 2020 - her new line manger has an overdue onboarding activities notification that shows changes are as of 24 Jan. Please see screenshots   ","Hi Simon  Can we test this as well?, Hi Lynnell and Amorey,  Just to provide you with an update. We have investigate this issue in detail internally to determine all the possible solutions.  I have scheduled another session with a one of our SAP consultants for Wednesday 9AM to discuss any possible replication implications, as well as reviewing the current solutions with them.  Although we have therefore not completed our investigation, I would like to provide you with some feedback.  The 2 options to perform a LE transfer is as follows:Performing a Termination action using the Event ""Termination"", with an Event reason specific to the LE transfer. After which a rehire is done, which will update the Hire date to the new effective date of the event.Performing a Job Change, using the Event ""Job Change"" and the Event reason ""Legal entity transfer"". In this case there is EC will not update the Hire date under the employment details, but will instead keep the old Hire Date.I have posed the question internally whether we can update the Hire date with a business rule, and unfortunately the response is that we should not be updating the Hire date except through performing the respective action because this would cause data inconsistencies between the Job Info records and the Employment details.  I will however provide additional feedback after my session tomorrow.  Kind regards, Marco Smith, Marco,  A termination cannot be done as this would trigger payroll to pay out leave and give the employee a new service date.    LE Transfer MUST update the hire date (as transnational data) but should not effect the service date.  This has always been the communicated requirement.  Please action this need accordingly through configuration and/or business rules., The hire date is already out of sync with job info data, as it is reflected as 24 Jan 2020 for everyone who was part of data migration.  I do not see what the problem is.  I understand Rynardt's recommendation, but we would still prefer the hire date to change on Transfer, LE Transfer, Promotion, Re-Hire, etc - all 'hiring"" events that give you a new position., Hi Amorey,  I will raise it with Tumi and Irene that this was communicated as part of the requirement to get their feedback.  Unfortunately I have discussed the option of updating the Hire date on a LE Transfer through using a business rule with Rynhardt, and this is not recommended to do because it could cause data inconsistencies between the Job Info records and Employment details.  Another solution could be to add an additional field called Company Start Date under Job Information, which will only be update to the effective date on a Hire, Rehire, and LE Transfer. This field could then be used as the Due Date for the Crossboarding notification instead of the Hire Date.  Kind regards, Marco Smith, Hi Amorey, Lynnell,  SAP is still investigating the Due Date issue we are facing on the Crossboarding Verify Transfer Step and on the ONB Super Admin instance.  We will notify you once we have feedback.  Thank you  Kind regards, Johan, Good day Amorey and Lynnell,  Based on Charmaine's feedback, can we please have a quick call to discuss the findings and whether you agree with the recommendation? If time allows, we can have this discussion during or just after tomorrow's check-in call.  Kind regards, Marco Smith, Can we please discuss in the project call over.  I cannot avail myself for a separate discussion on each item., Hello!   I was asked to have a look at this incident and provide some feedback of my findings as a 2nd opinion.  Before I document my recommended approach to solve this problem; please see a list of important information that needs to be seen as part of the bigger picture:  Analysis of Problem:With the capture of the Legal Entity Transfer in EC, am I correct in assuming everything, from data in EC through replication into SAP onPrem  are correct.  Ie, everything regarding payroll and tax is handled correct?The only problem you are experiencing, is that the Crossboarding notification has an incorrect due date, driven by the Hire date on EC in Employment Details. Provided this is accurate, please have an overview of the following current information:  Some Important Background Info:With the initial Data Migration; the methodology was followed where the Hire Date = Go-Live Date = 1st Job Information record.  The actual Hire Date of the employee is captured in the field Original Start Date in Employment InformationThe Hire Date field is not replicated into SAP OnPrem.  In EC, the Hire Date has actually no real value other than to indicate the 1st Job Info record.  In my opinion it can be hidden from the Employment Details section altogetherNow here is the real dilemma: The Hire Date can only be changed in EC in particular situations; of which the most obvious one is that the Hire Date should be in the past.  This is a built in EC check and it cannot be bypassed.  The Hire Date is used in Onboarding to trigger the Crossboarding process. Recommendation:  Given the problem statement and keeping in mind the function and restrictions around the Hire Date, I would recommend that it is solved as follows:  Configure a field in Employment Details that keeps track of:Original Hire date when Hire Event occurs, andUpdate only in the event of Legal Entity Transfer (or any event that will trigger a Crossboarding process)This can be done with Business RulesThis field can be hidden to users as it will only act as a technical field.  However, if this field will hold value, it can be displayed.The Onboarding module  will need configuration to pull this custom date into mapping to be able to trigger the Crossboarding notification on the correct date.This field will not replicate into SAP OnPrem.As a sidenote, since the Hire Date does not really add any value; I would recommend to hide it altogether. We will setup a meeting with Amore to talk through the problem, limitations and proposed solution.  Please do let me know if anything is unclear!  Best Regards, Charmaine, The fields have been added and the attached import files have updated the job information and employment details records.  However, I have not changed any permissions or business rules. There were also a number of job info records that had various errors that prevented import (e.g. duplicate termination/hire record, purged manager). Can these be looked into?  , Hi Amorey, Lynnell, We received feedback from SAP with regard to the incorrect Due Date displayed on the Crossboarding portal.   We have made the necessary changes on Super Admin site and the due date now reflects correctly as we set it to be 5 business days before the “new” hire date i.o.w. the “Last Crossboarding Date” field.   For Roberto January (14351), a Legal Entity Transfer was done to be effective as from 2 November 2020, where the due date will now be 26 October 2020. In the below you will see the changes reflected. Before LE Transfer took place:     After LE Transfer took place:     Crossboarding portal viewed by HRBP of the new position (Evelynn Van Dyk): Due Date now reflects as 26/10/2020 (5 business days prior to the new ""Last Crossboarding Date"" field)    The ""new"" hire/start date (Last Crossboarding Date) field is correctly mapped as well (2 Nov 2020):    I believe O&L can now test this on T2 and when satisfied, we can proceed with moving the config to PROD and to proceed with the data loads to accommodate the config changes.  Thank you!  Kind regards, Johan, Good day Lynnell,  Could you kindly confirm how the testing is progressing?  Kind regards, Marco Smith, Hi Johan  Testing done and I am happy with the changes, please move to PRD            , Hi Amorey, Lynnell,   Kindly find the feedback below for the ticket:   We’ve made the necessary configuration changes as per your requirements after our call we had. I've also drawn up test cases based on these configuration changes (which I will provide to you soonest) to show the changes and the results thereof. We are satisfied with the results thus far.   However, while we were testing numerous scenarios, we came across a distinct scenario where it can happen in some cases that only an employee’s position can change with the event reason being for e.g. Data Change (which will NOT trigger a cross-boarding event) but where the company/legal entity of the new position, changes, and therefore in essence should also receive equal treatment a “Legal Entity Transfer” event/action would.  We did not make any accommodation for this in the config as of yet and would first like to discuss it with you. Cross-boarding due date With our testing we also found that for an employee who’s “Last Cross-boarding Date” is for e.g. 15/09/2020, their cross-boarding verification step’s due date is 01/08/2020, which is not correct. The team and I have done some further investigation and I've also logged a SAP Ticket on high priority in the meantime. I will provide you their feedback soonest. Many thanks! Kind regards,Johan, Let's clarify and discuss this in the status update meeting: However, while we were testing numerous scenarios, we came across a distinct scenario where it can happen in some cases that only an employee’s position can change with the event reason being for e.g. Data Change (which will NOT trigger a cross-boarding event) but where the company/legal entity of the new position, changes, and therefore in essence should also receive equal treatment a “Legal Entity Transfer” event/action would. , Hi Simon,  If you have capacity, could you please have a look at this ticket? Kindly grab the ticket just so we know who will be working on it.  Kind regards, Marco Smith , Hi Simon,  If you have capacity, could you kindly grab the ticket and have a look at the issue?  Kind regards, Marco Smith, Hi Amorey  I am looking into the issue and will revert back to you as soon as possible.  Regards  Simon, Hi Simon,  Please note Lynnell's comment on whether they can test?  Kind regards, Marco Smith, I tested in T2- Madeleine Bock LE transfer from PnP and ND effective 01.07.2020  Start date pulls through as 24.01.2020 on the verify employee step:  , Waiting for P105893 to be completed for us to configure and test in T2., Hi Lynnell, Amorey,  All the necessary configuration and permissions were moved over to PROD. We believe everything is in good order.  Please let us know if you're satisfied.  Thanks!  Kind regards, Johan"
"","","120","109908","Incident","P2: High","Completed","Paused - 63%","2022-02-01 23:22","2020-06-08 10:48","Employee Central","Hire date not updating to new LE Transfer date","New employment as on 1 July - in a different LE. Hire date is not updating and this also triggers wrong Cross-Boarding dates","Hi Amorey,  Thank you.  I then suggest we close this ticket and continue working with the other ticket as it has all the details, to not confuse things.  Kind regards, Marco Smith, We can close ticket and work on ticket P109902 as it deals with the same issue., Hi Amorey,  Thanks for logging the ticket. We'll provide feedback asap.  Kind regards, Johan, Hi Amorey and Yolanca,  I have completed my initial investigation, and I have asked Irene for confirmation on when the Hire date should change. As soon as I have gotten feedback from her I will be able to provide more feedback to you.  Kind regards, Marco Smith, Hi Simon,  If you have capacity - please refer to the ticket we discussed. It might be aligned with the tickets you already are looking at.  Thank you!, Hi Amorey,  Could you kindly confirm if this is a duplicate issue to that of P109902? The tickets seems to be for the same employee Adriana Erwee, regarding the Hire date which has not been updated to 1 July 2020.  Kind regards, Marco Smith, This ticket P109902 was logged as we saw it as an ONB issue.  Now it is clear that it is an EC issue whereas the HIre date is not updated.  So both deal with the same root cause."
"","","60","110144","Incident","P2: High","Completed","Paused - 92%","2022-02-02 09:22","2020-06-10 12:56","Interfaces - 3rd party systems","Position rename","Hi Marco Just a quick question:I renamed the following position 20000131 from Clerk: Claims to Controller: Fleet and Claims, but the position number did not change. The HRBP then did a position reclassification on the employee, the new position name shows on the job information but did not replicate to SAP. Should it be replicated or not? If it should, can you please let me know how we can fix this.  Employee 25539 ","This was done:  , Hi Lynnell,  It should be done in EC as EC is the master for employee data., Hi Matt  the job change record should this be done is SAP or EC?  , Hi Lynnell,  The position has been successfully renamed in EC from 01.06.2020 onwards. The problem is that the employee's record is from 01.07.2019, meaning that it will show the incorrect text value:   My suggestion would be to either rename the position as of 01.07.2019 OR to add a job change record for the employee on 01.06.2020, whichever makes more sense in this case. This should display the employee's record correctly., The following employees, grade does not pull through to SAP although the new position name does  4208  | Shilongo  | Frans  4209  | Shitaatala  | Simon  7093  | Shatika  | Lukas  10950  | Iipinge  | Eino Shiimwatile  15655  | Kaviyu  | Sakeus  17020  | Katanga  | David , Hi Matt   Any feedback on the position re-name?  The grade is fine as we determined that this part of the Basic Pay that needs to be maintained in SAP., Hi Matt  Any feedback on this, We are looking into ways to create a IT0001 (Org Assignment) split on the same date as the Position Reclassification Action and will get back to you once we have feedback., Hi Matt,  I see that we have not provided any feedback on this issue since June. Please make this a priority to provide feedback on where we are, what we have investigated, and what we are going to be doing next to determine how to resolve the issue.  Kind regards, Marco Smith, Typically when an Action (IT0000) needs to create an Org Assignment (IT0001) record, a Dynamic Action is used. However, when the record is created via replication, Dynamica Actions are not called so they cannot be used in this case.  The only option to create this would be to implement a BAdI change to create the split in IT0001 using the standard BiB BAdI that we use for replication or using the BAdI HRPAD00INFTYBL.  However, this is linked to the Position Reclassification event, which is being discussed in ticket #P108684 - Position Re-classification changes status of the employee on SAP. As such, I would recommend resolving that ticket first before we continue with this investigation., Hi Charmaine,   Can we please review whether this is not something we should have done originally as part of the design?  Kind regards, Marco Smith, Hi Lynnell,  I investigated from my side on EC and I cannot see any issue with the employee or with the data replication monitor. I have therefore asked Matt to investigate why the updated on the Position has not replicated from EC to SAP.  Kind regards, Marco Smith, Ticket closed as per request, Hi All  Can we close this ticket, since the other ticket has been closed"
"","","240","110811","Incident","P2: High","Completed","Paused - 3%","2022-02-01 23:24","2020-06-19 11:58","Employee Central","New Hire Bank details date limited","As per previous change when an employee/hrbp updates Payment information in EC:if the current date is on or before the 15th of the month the event date is set to the 1st of the current month, if the current date is after the 15th of the month, the event date is set to the 1st of the next monthThis is however also applied with new hires - when an employee is hired on 11 june the payment info is defaulted to 1 June which causes an error as there is no employment info for the employee on 1 june ","Hi Yolanca,  Thanks for logging the ticket. We will investigate and get back to you soonest.  Thanks!  Kind regards, Johan,   These employees were hired on the 16th of June, their banking details show 01 June.  Matt could you do the audit to see to whom else these changes must be made on, I have manually corrected these records, bu we are still working on a permanent solution in the business rule., Hi Yolanca,  I have made the necessary amendments to the business rule to take the new hires into account. I have made these changes in T1. I have tested this myself and I'm happy with the current config. Can you please test the following scenarios:  Add a new employee and see if his/her payment information's effective start date is = hire datePlease change some of the payment information details of any other employee that is not a new hire and see if the > 15 days and <= 15 days rule still applies correctly.I have conducted tests on Jaco Smith (As an employee that is not newly hired) on T1 as he is linked to appropriate payroll approvers for the workflow. If you want, you can also make changes on Jaco Smith to see if the > 15 days and <= 15 days rule still satisfies your requirements.  Please let me know once you have completed these tests so that I can move it over to T2 and PROD.  Thanks!  Kind regards, Johan, Hi Lynnell,  Thanks for the feedback. All seems fine on the screenshots and I'm happy with the results.  With your permission, can I move the business rule over to T2 and then PROD?  Thank you.  Kind regards, Johan, Hi Johan  I completed the testing (see attached screenshots)  1. Add a new employee and see if his/her payment information's effective start date is = hire date- Testing successful 2. Please change some of the payment information details of any other employee that is not a new hire and see if the > 15 days and <= 15 days rule still applies correctly- Testing successful, Hi Johan  Yes please move to T2 and PRD, Hi Lynnell,  Ok, great! Thanks for the feedback.  Please note, I will move it to T2 first and if you're satisfied, I'll then only move it to PROD.  Thank you!  Kind regards, Johan  , Hi Lynnell,  The rule has been moved over to T2.   I am confident in the rule's output, however, can you please confirm if you're satisfied with it in T2 before I move it across to PROD?  Thank you!  Kind regards, Johan, Hi Lynnell,   Can I continue to move the rule to PROD?  Thank you.  Kind regards, Johan, Hi Johan  Apologies, please move to PRD, Hi Lynnell,  Thanks for the confirmation. The LOE for this will be 30min. Can I proceed?  Kind regards, Johan, Hi Lynnell,  As this is a critical ticket, I've updated the rule in PROD. Please let me know if you're satisfied so that we can close the ticket.  Thank you!  Kind regards, Johan, Thanks Yolanca! :), Hi Johan  We can close this ticket as it was tested in T2 and the only way we can confirm is if we get a new hire during the month. If there are any issues we will request for this ticket to be re-opened"
"","","0","111964","Incident","P2: High","Completed","Paused - 6%","2022-02-02 08:51","2020-07-01 10:23","Employee Central Time Tracking & Time Off","Manual Adjustment Explaination","Hi Team  Can we please have a explaination on how SF does Manual Adjustments (11092) as we cannot see the corresponding transactions in SAP  ","Hi Matt,  Could you please review the ticket and provide feedback to Yolanca?  Kind regards, Marco Smith, Hi Yolanca,  The ""Manual Adjustment"" records created by API_USER are the records created by the balance replication interface. This usually only occurs when there is an accrual for the quota or quota correction in SAP.  The multiple entries found in EC are mostly due to changes we have implemented in the balance replication, but some of the major shifts are changes in the PT60 run.,  Hi Matt,  Could you please review the ticket and provide feedback to Yolanca?  Kind regards, Marco Smith "
"","","60","112139","Incident","P2: High","Completed","Paused - 9%","2022-02-01 23:24","2020-07-02 11:42","Employee Central","Data migration record edited","Hi Johan/ Marco  One of our HRBP's (Graham April) accidentally edited the data migration record for employee 24324. He changed it to retrenchment. Will you be able to fix this for us and make him active again.   ","If we can just have access to Even reason = Data Migration we can sort this out  , Hi Lynnell,  I was able to correct the employee.  Please confirm the employee in now correct?  Kind regards, Marco Smith, Hi Marco  All seems correct  "
"","","150","112150","Incident","P2: High","Completed","Exceeded SLA - Paused - 33%","2022-02-02 09:24","2020-07-02 13:50","Interfaces - 3rd party systems","Replication Error: Counting class of period work schedule 27/WETF not available","Above error have occured for the following Hangana employees. Can you maybe let us know what we should look at so we can try and resolve it from our side?   | 00002749 | 5000 | Hangana Seafood Pty Ltd | Counting class of period work schedule 27/WETF not available on 01.07.2020  | 00002749 | 5000 | Hangana Seafood Pty Ltd | Counting class of period work schedule 27/WETF not available on 23.06.2020  | 00002749 | 5000 | Hangana Seafood Pty Ltd | Counting class of period work schedule 27/WETF not available on 23.06.2020  | 00015002 | 5000 | Hangana Seafood Pty Ltd | Counting class of period work schedule 27/WETF not available on 24.06.2020  | 00002852 | 5000 | Hangana Seafood Pty Ltd | Counting class of period work schedule 27/WETF not available on 25.06.2020","Hi Matt,  Could you kindly provide a response to Lynnell's question?  So we picked up that this is a change in work schedules on the employee, in the case of Harlief we had LE transfers done effective 01.07.2020 and the employees were put on new work schedules. So this could possibly affect the future dated leave (01.07.2020 and after) they put in based on the old work schedule.  Yolanca and I tried fixing the error by cancelling the leave the error is complaining about and then submitting it again, so that the leave can be recalculated on the new work schedule. By doing this, should the leave not be recalculated?   I believe they are right in that it would use the new WS. But if you could please confirm as I don't know the whole issue.  Kind regards, Marco Smith, Please check the work schedule and personnel subarea combinations for these employees. The employees are in Personnel Subarea Group 27 in SAP, but the Work Schedule is defined for PSG 29:   If the combination is correct, the period work schedule counting class needs to be maintained, the steps for which can be found here: https://www.tutorialkart.com/sap-hr/counting-classes-for-period-work-schedule/#:~:text=Counting%20classes%20for%20period%20work%20schedule%20specifies%20how%20to%20count,class%20for%20period%20work%20schedule., All Hangana employees have been resolved by this solution, however we made sure the Hartlief employee's personnel subareas correspond with that which is in SAP and they still give this error   , Hi Yolanca,  The user provided in your screenshots (2359) does not appear in the list below and the current replication error is ""Payroll area AD locked"" for all Hartlief employees. I am looking into the remaining 7 Dairies employees who are getting the error ""Counting class of period work schedule 31/ND49 not available"":  | 00004227  | 00001254  | 00014332  | 00010713  | 00004142  | 00023042  | 50317, Hi Matt  Jannie inofrmed me he has doen this and that it should run tonight i will check tomorrow morning and update ticket, I have identified that while the Period Work Schedule is defined for the personnel subarea grouping, the Counting Class is not:  Period Work Schedule:   Counting Class:   Can you please maintain the counting class configuration in the SAP IMG?   , All ""Counting class of period work schedule XXXXX not available"" errors cleared only complaining about ""Payroll area XX locked"" will close this ticket, Hi Matt,  Kindly grab the following ticket.  Kind regards, Marco Smith, Hi Matt,  Kindly grab the following ticket.  Kind regards, Marco Smith , This error has increased to the number of employees, both at Hangana, Hartlief and ND please see below list:    | 9570  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR22 not available on 01.07.2020  | 2644  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR22 not available on 03.07.2020  | 21679  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR22 not available on 06.07.2020  | 16314  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR22 not available on 06.07.2020  | 26064  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR22 not available on 07.07.2020  | 10571  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR22 not available on 07.07.2020  | 19268  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR22 not available on 10.07.2020  | 23685  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR22 not available on 27.07.2020  | 19917  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR23 not available on 06.07.2020  | 16040  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR23 not available on 07.07.2020  | 6752  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR23 not available on 07.07.2020  | 6752  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR23 not available on 07.07.2020  | 6752  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR23 not available on 08.07.2020  | 2609  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR23 not available on 08.07.2020  | 12521  | 7200  | Hartlief Continental Meat Products  | Counting class of period work schedule 10/HR23 not available on 09.07.2020  | 2749  | 5000  | Hangana Seafood Pty Ltd  | Counting class of period work schedule 27/WETF not available on 01.07.2020  | 2749  | 5000  | Hangana Seafood Pty Ltd  | Counting class of period work schedule 27/WETF not available on 01.07.2020  | 2749  | 5000  | Hangana Seafood Pty Ltd  | Counting class of period work schedule 27/WETF not available on 03.07.2020  | 2749  | 5000  | Hangana Seafood Pty Ltd  | Counting class of period work schedule 27/WETF not available on 03.07.2020  | 2749  | 5000  | Hangana Seafood Pty Ltd  | Counting class of period work schedule 27/WETF not available on 04.07.2020  | 2749  | 5000  | Hangana Seafood Pty Ltd  | Counting class of period work schedule 27/WETF not available on 23.06.2020  | 2749  | 5000  | Hangana Seafood Pty Ltd  | Counting class of period work schedule 27/WETF not available on 23.06.2020  | 15002  | 5000  | Hangana Seafood Pty Ltd  | Counting class of period work schedule 27/WETF not available on 24.06.2020  | 2852  | 5000  | Hangana Seafood Pty Ltd  | Counting class of period work schedule 27/WETF not available on 25.06.2020  | 14332  | 4000  | Namibia Dairies (Pty)Ltd  | Counting class of period work schedule 31/ND49 not available on 10.07.2020, Hi Matt  So we picked up that this is a change in work schedules on the employee, in the case of Harlief we had LE transfers done effective 01.07.2020 and the employees were put on new work schedules. So this could possibly affect the future dated leave (01.07.2020 and after) they put in based on the old work schedule.  Yolanca and I tried fixing the error by cancelling the leave the error is complaining about and then submitting it again, so that the leave can be recalculated on the new work schedule. By doing this, should the leave not be recalculated?    "
"","","0","112411","Incident","P2: High","Completed","Exceeded SLA - Paused - 5%","2022-02-02 09:44","2020-07-06 08:46","Inspire","SA Employees on Inspire","Develop the ability to have a person on Inspire without having them on Successfactors - this is to accommodate our employees in SA. Let me know if this possibility exists to send further details of the employees that need access and where they are in the Org Structures.   ","Test, Any feedback on this ticket?, Dear Thabiso  Please review an option to upload them directly on Inspire without integration to SAP or EC.  Thank you  Jenine, How will this work? How can we get them on the system, Hi Thabiso,  Kindly grab the ticket and review for Jenine.  Kind regards Marco Smith , Hi Thabiso,  Please note this ticket has been marked as Critical. Kindly grab the ticket and review for Jenine.  Kind regards Marco Smith  , Hi Jenine,  Hope you are well ?  The are some challenges with this requirement:  1. SSO Requirements     Employees need to exist on Successfactors to be able to login to Inspire.   2. Employee Data Maintenance      Employee Data is synced into Inspire from SAP HR and this will potentially soon switch to E.C.      We currently don't have means of managing employee data directly in Inspire.    Can we first maybe explore the option of loading these employees on E.C. ?  Kind regards, Thabiso   , Hi Thabiso  Hope you are also really well and not too cold.  I checked in with the SF team on this and unfortunately not at the moment.  I’ll ask again, perhaps check-in with your team as well for the possibility of having them on SF without them pulling through to SAP HR?  Thank you  Jenine , Change requested logged for this change.  Change Request #P120566 - Allow for SA Employees to use Inspire "
"","","90","112747","Incident","P2: High","Completed","Paused - 11%","2022-02-02 09:25","2020-07-08 13:51","Interfaces - 3rd party systems","Replication Error: Entry S 21000700  does not exist in T528B (check entry) ","Employee 20685 has above error. This ticket relates to tickets 107953, 110038, 109437, 106124, 105509.  We did everything as per instructions, but the error is still showing Ensure all open/pending org replication requests have been processed in transaction SFIOM_VIEW_ORG_REQSRun program RHINTE10 with variant OM_CREATE_OBJ  ","The automatic replication only replicated deltas (changes) made after the last run date. When the automatic replication was switched off, this functionality may have broken, necessitating a full replication from the date that the schedule was halted. After this, everything should run as expected.,  | 00000354  |   |   | Entry S 21000719  does not exist in T528B (check entry)  | 50358  |   |   | Entry S 21000720  does not exist in T528B (check entry)  | 50350  |   |   | Entry S 21000721  does not exist in T528B (check entry)  | 50339  |   |   | Entry S 21000721  does not exist in T528B (check entry)  | 50337  |   |   | Entry S 21000721  does not exist in T528B (check entry)  | 50338  |   |   | Entry S 21000721  does not exist in T528B (check entry)  | 50349  |   |   | Entry S 21000721  does not exist in T528B (check entry), Please reopen ticket, Reopening the ticket for the below employees:   | 00000354 |   |   | Entry S 21000719  does not exist in T528B (check entry)  | 50358 |   |   | Entry S 21000720  does not exist in T528B (check entry)  | 50350 |   |   | Entry S 21000721  does not exist in T528B (check entry)  | 50339 |   |   | Entry S 21000721  does not exist in T528B (check entry)  | 50337 |   |   | Entry S 21000721  does not exist in T528B (check entry)  | 50338 |   |   | Entry S 21000721  does not exist in T528B (check entry)  | 50349 |   |   | Entry S 21000721  does not exist in T528B (check entry) , The org replication was not being processed so the positions were not being created:  This has been updated and corrected in the schedule, first processing all open requests, then attempting to process failed requests.  All of the below employees have successfully replicated after this change was made.  , Hi Matt  Thank you, has a look at the data replication monitor and they seem to have replicated. , Thanks Matt  But do we understand why automatic repliation did not replicate the employee, why did manula replication only fix the issue, The position is in table T538B from 01.07.2020, leading me to believe that the steps taken above did work:   However, I see that the employee has not been replicated since 24 June 2020:   I ran replication for the employee (using their Employee External ID 51010737) and the employee replicated successfully: "
